year,name,rate,code
2008,Adair County,46.6,19001
2014,Adair County,46.8,19001
2009,Adair County,47.4,19001
2019,Adair County,47.6,19001
2013,Adair County,47.6,19001
2018,Adair County,48.2,19001
2010,Adair County,48.6,19001
2003,Adair County,48.8,19001
2011,Adair County,49,19001
2004,Adair County,49.1,19001
2007,Adair County,49.5,19001
2001,Adair County,49.8,19001
2000,Adair County,49.8,19001
2020,Adair County,49.9,19001
2002,Adair County,49.9,19001
2005,Adair County,50.2,19001
2015,Adair County,50.3,19001
2017,Adair County,51.1,19001
2006,Adair County,51.2,19001
2016,Adair County,51.6,19001
2012,Adair County,53,19001
2008,Adams County,47.6,19003
2014,Adams County,47.7,19003
2009,Adams County,48,19003
2019,Adams County,48.4,19003
2013,Adams County,48.5,19003
2018,Adams County,49.1,19003
2010,Adams County,49.2,19003
2003,Adams County,49.6,19003
2011,Adams County,49.7,19003
2004,Adams County,49.9,19003
2000,Adams County,50.3,19003
2007,Adams County,50.4,19003
2001,Adams County,50.4,19003
2002,Adams County,50.5,19003
2020,Adams County,50.6,19003
2015,Adams County,50.9,19003
2005,Adams County,51.1,19003
2017,Adams County,51.7,19003
2006,Adams County,52,19003
2016,Adams County,52.5,19003
2012,Adams County,53.7,19003
2014,Allamakee County,43,19005
2008,Allamakee County,43.9,19005
2013,Allamakee County,44.5,19005
2009,Allamakee County,44.8,19005
2019,Allamakee County,45,19005
2003,Allamakee County,45.8,19005
2018,Allamakee County,45.9,19005
2000,Allamakee County,46.5,19005
2011,Allamakee County,46.6,19005
2004,Allamakee County,46.6,19005
2007,Allamakee County,46.8,19005
2020,Allamakee County,47.1,19005
2010,Allamakee County,47.2,19005
2015,Allamakee County,47.4,19005
2001,Allamakee County,47.4,19005
2005,Allamakee County,47.5,19005
2002,Allamakee County,47.6,19005
2017,Allamakee County,47.8,19005
2006,Allamakee County,48.5,19005
2016,Allamakee County,48.6,19005
2012,Allamakee County,50.1,19005
2014,Appanoose County,47.8,19007
2008,Appanoose County,48.5,19007
2009,Appanoose County,49.4,19007
2013,Appanoose County,49.5,19007
2019,Appanoose County,49.6,19007
2018,Appanoose County,50.4,19007
2003,Appanoose County,50.4,19007
2010,Appanoose County,50.6,19007
2004,Appanoose County,50.7,19007
2011,Appanoose County,51.1,19007
2000,Appanoose County,51.2,19007
2020,Appanoose County,51.3,19007
2001,Appanoose County,51.4,19007
2015,Appanoose County,51.5,19007
2002,Appanoose County,51.5,19007
2007,Appanoose County,51.7,19007
2005,Appanoose County,52,19007
2017,Appanoose County,52.6,19007
2006,Appanoose County,52.9,19007
2016,Appanoose County,53,19007
2012,Appanoose County,54.7,19007
2014,Audubon County,45.8,19009
2008,Audubon County,46,19009
2009,Audubon County,46.5,19009
2013,Audubon County,46.6,19009
2019,Audubon County,46.9,19009
2018,Audubon County,47.4,19009
2010,Audubon County,47.6,19009
2011,Audubon County,47.9,19009
2003,Audubon County,47.9,19009
2004,Audubon County,48.5,19009
2007,Audubon County,48.9,19009
2002,Audubon County,49,19009
2001,Audubon County,49,19009
2000,Audubon County,49,19009
2015,Audubon County,49.3,19009
2020,Audubon County,49.4,19009
2005,Audubon County,49.5,19009
2017,Audubon County,50.2,19009
2006,Audubon County,50.4,19009
2016,Audubon County,50.7,19009
2012,Audubon County,51.7,19009
2014,Benton County,44.3,19011
2008,Benton County,45.5,19011
2019,Benton County,45.7,19011
2009,Benton County,46.4,19011
2018,Benton County,46.8,19011
2013,Benton County,46.8,19011
2003,Benton County,47.3,19011
2020,Benton County,48,19011
2004,Benton County,48.2,19011
2000,Benton County,48.2,19011
2010,Benton County,48.3,19011
2015,Benton County,48.5,19011
2011,Benton County,48.7,19011
2007,Benton County,48.7,19011
2001,Benton County,48.7,19011
2017,Benton County,48.9,19011
2005,Benton County,49.1,19011
2002,Benton County,49.1,19011
2006,Benton County,49.8,19011
2016,Benton County,49.9,19011
2012,Benton County,51.8,19011
2014,Black Hawk County,43.9,19013
2008,Black Hawk County,44.9,19013
2013,Black Hawk County,45.6,19013
2019,Black Hawk County,45.8,19013
2009,Black Hawk County,45.8,19013
2018,Black Hawk County,46.3,19013
2003,Black Hawk County,47.2,19013
2010,Black Hawk County,47.4,19013
2011,Black Hawk County,47.8,19013
2007,Black Hawk County,47.8,19013
2004,Black Hawk County,47.8,19013
2000,Black Hawk County,47.8,19013
2001,Black Hawk County,48.2,19013
2015,Black Hawk County,48.3,19013
2005,Black Hawk County,48.3,19013
2020,Black Hawk County,48.5,19013
2017,Black Hawk County,48.7,19013
2002,Black Hawk County,48.7,19013
2006,Black Hawk County,49.2,19013
2016,Black Hawk County,49.5,19013
2012,Black Hawk County,51.3,19013
2014,Boone County,45.8,19015
2008,Boone County,46,19015
2013,Boone County,46.9,19015
2009,Boone County,46.9,19015
2019,Boone County,47.2,19015
2018,Boone County,48.1,19015
2010,Boone County,48.2,19015
2003,Boone County,48.2,19015
2011,Boone County,48.6,19015
2004,Boone County,48.7,19015
2007,Boone County,49,19015
2000,Boone County,49.1,19015
2015,Boone County,49.4,19015
2002,Boone County,49.5,19015
2001,Boone County,49.5,19015
2020,Boone County,49.7,19015
2005,Boone County,49.7,19015
2017,Boone County,50.6,19015
2006,Boone County,50.7,19015
2016,Boone County,51.2,19015
2012,Boone County,52.4,19015
2014,Bremer County,43,19017
2008,Bremer County,43.9,19017
2013,Bremer County,44.8,19017
2009,Bremer County,45.1,19017
2019,Bremer County,45.3,19017
2018,Bremer County,45.9,19017
2003,Bremer County,46.3,19017
2010,Bremer County,46.7,19017
2011,Bremer County,46.8,19017
2007,Bremer County,46.9,19017
2000,Bremer County,47,19017
2004,Bremer County,47.1,19017
2001,Bremer County,47.5,19017
2005,Bremer County,47.6,19017
2020,Bremer County,47.7,19017
2015,Bremer County,47.8,19017
2002,Bremer County,47.8,19017
2017,Bremer County,48.3,19017
2006,Bremer County,48.6,19017
2016,Bremer County,49.1,19017
2012,Bremer County,50.5,19017
2014,Buchanan County,43.5,19019
2008,Buchanan County,44.8,19019
2019,Buchanan County,45,19019
2013,Buchanan County,45.5,19019
2009,Buchanan County,45.7,19019
2018,Buchanan County,45.8,19019
2003,Buchanan County,46.7,19019
2020,Buchanan County,47.3,19019
2010,Buchanan County,47.4,19019
2000,Buchanan County,47.4,19019
2004,Buchanan County,47.5,19019
2011,Buchanan County,47.6,19019
2015,Buchanan County,47.7,19019
2007,Buchanan County,47.7,19019
2001,Buchanan County,48,19019
2017,Buchanan County,48.1,19019
2005,Buchanan County,48.2,19019
2002,Buchanan County,48.4,19019
2016,Buchanan County,48.9,19019
2006,Buchanan County,49,19019
2012,Buchanan County,51,19019
2008,Buena Vista County,44.2,19021
2014,Buena Vista County,44.5,19021
2013,Buena Vista County,45,19021
2019,Buena Vista County,45.1,19021
2009,Buena Vista County,45.3,19021
2018,Buena Vista County,45.8,19021
2010,Buena Vista County,46.5,19021
2011,Buena Vista County,46.6,19021
2003,Buena Vista County,46.6,19021
2000,Buena Vista County,46.9,19021
2004,Buena Vista County,47,19021
2007,Buena Vista County,47.4,19021
2002,Buena Vista County,47.4,19021
2001,Buena Vista County,47.6,19021
2020,Buena Vista County,48,19021
2015,Buena Vista County,48.3,19021
2005,Buena Vista County,48.4,19021
2017,Buena Vista County,48.7,19021
2006,Buena Vista County,49.3,19021
2016,Buena Vista County,49.5,19021
2012,Buena Vista County,50.5,19021
2014,Butler County,43.7,19023
2008,Butler County,44.5,19023
2013,Butler County,45.1,19023
2019,Butler County,45.4,19023
2009,Butler County,45.4,19023
2018,Butler County,46,19023
2003,Butler County,46.7,19023
2011,Butler County,47.1,19023
2010,Butler County,47.1,19023
2007,Butler County,47.2,19023
2004,Butler County,47.3,19023
2000,Butler County,47.4,19023
2001,Butler County,47.7,19023
2020,Butler County,47.9,19023
2015,Butler County,47.9,19023
2005,Butler County,48,19023
2002,Butler County,48.2,19023
2017,Butler County,48.5,19023
2006,Butler County,49,19023
2016,Butler County,49.1,19023
2012,Butler County,50.9,19023
2008,Calhoun County,45.1,19025
2014,Calhoun County,45.2,19025
2013,Calhoun County,46,19025
2009,Calhoun County,46,19025
2019,Calhoun County,46.1,19025
2018,Calhoun County,46.9,19025
2010,Calhoun County,47.2,19025
2003,Calhoun County,47.3,19025
2011,Calhoun County,47.5,19025
2004,Calhoun County,48,19025
2000,Calhoun County,48.1,19025
2007,Calhoun County,48.2,19025
2002,Calhoun County,48.3,19025
2001,Calhoun County,48.4,19025
2020,Calhoun County,48.9,19025
2015,Calhoun County,48.9,19025
2005,Calhoun County,49,19025
2017,Calhoun County,49.7,19025
2006,Calhoun County,49.8,19025
2016,Calhoun County,50.2,19025
2012,Calhoun County,51.6,19025
2014,Carroll County,45.6,19027
2008,Carroll County,45.7,19027
2009,Carroll County,46.2,19027
2013,Carroll County,46.3,19027
2019,Carroll County,46.9,19027
2018,Carroll County,47.3,19027
2010,Carroll County,47.4,19027
2011,Carroll County,47.6,19027
2003,Carroll County,47.7,19027
2004,Carroll County,48.2,19027
2007,Carroll County,48.7,19027
2000,Carroll County,48.7,19027
2002,Carroll County,48.8,19027
2001,Carroll County,48.8,19027
2015,Carroll County,49,19027
2005,Carroll County,49.4,19027
2020,Carroll County,49.5,19027
2017,Carroll County,50.1,19027
2006,Carroll County,50.2,19027
2016,Carroll County,50.5,19027
2012,Carroll County,51.7,19027
2014,Cass County,46.9,19029
2008,Cass County,47.3,19029
2009,Cass County,47.6,19029
2013,Cass County,47.7,19029
2019,Cass County,48.1,19029
2018,Cass County,48.6,19029
2010,Cass County,48.7,19029
2003,Cass County,49,19029
2011,Cass County,49.2,19029
2004,Cass County,49.4,19029
2007,Cass County,49.9,19029
2002,Cass County,50,19029
2001,Cass County,50,19029
2000,Cass County,50,19029
2020,Cass County,50.3,19029
2015,Cass County,50.3,19029
2005,Cass County,50.5,19029
2017,Cass County,51.4,19029
2006,Cass County,51.4,19029
2016,Cass County,51.9,19029
2012,Cass County,53,19029
2014,Cedar County,45.3,19031
2008,Cedar County,46.9,19031
2013,Cedar County,47.5,19031
2009,Cedar County,47.5,19031
2019,Cedar County,47.7,19031
2018,Cedar County,48.2,19031
2003,Cedar County,48.5,19031
2015,Cedar County,49.1,19031
2000,Cedar County,49.2,19031
2010,Cedar County,49.3,19031
2020,Cedar County,49.6,19031
2011,Cedar County,49.6,19031
2004,Cedar County,49.6,19031
2007,Cedar County,49.8,19031
2002,Cedar County,50,19031
2001,Cedar County,50.1,19031
2017,Cedar County,50.3,19031
2005,Cedar County,50.4,19031
2016,Cedar County,51.1,19031
2006,Cedar County,51.1,19031
2012,Cedar County,52.5,19031
2014,Cerro Gordo County,42.8,19033
2008,Cerro Gordo County,43.6,19033
2013,Cerro Gordo County,44.2,19033
2009,Cerro Gordo County,44.3,19033
2019,Cerro Gordo County,44.4,19033
2018,Cerro Gordo County,45.1,19033
2003,Cerro Gordo County,45.6,19033
2010,Cerro Gordo County,46,19033
2004,Cerro Gordo County,46.1,19033
2011,Cerro Gordo County,46.2,19033
2007,Cerro Gordo County,46.3,19033
2000,Cerro Gordo County,46.3,19033
2001,Cerro Gordo County,46.6,19033
2020,Cerro Gordo County,46.9,19033
2002,Cerro Gordo County,47,19033
2015,Cerro Gordo County,47.3,19033
2005,Cerro Gordo County,47.4,19033
2017,Cerro Gordo County,47.6,19033
2006,Cerro Gordo County,48,19033
2016,Cerro Gordo County,48.4,19033
2012,Cerro Gordo County,50.1,19033
2008,Cherokee County,44.4,19035
2014,Cherokee County,44.8,19035
2019,Cherokee County,44.9,19035
2013,Cherokee County,45.4,19035
2009,Cherokee County,45.4,19035
2018,Cherokee County,45.7,19035
2010,Cherokee County,46.6,19035
2011,Cherokee County,46.8,19035
2003,Cherokee County,46.8,19035
2000,Cherokee County,47.2,19035
2004,Cherokee County,47.4,19035
2007,Cherokee County,47.8,19035
2002,Cherokee County,47.8,19035
2001,Cherokee County,47.8,19035
2020,Cherokee County,48.1,19035
2015,Cherokee County,48.4,19035
2017,Cherokee County,48.6,19035
2005,Cherokee County,48.8,19035
2006,Cherokee County,49.4,19035
2016,Cherokee County,49.5,19035
2012,Cherokee County,50.7,19035
2014,Chickasaw County,42.1,19037
2008,Chickasaw County,42.8,19037
2013,Chickasaw County,43.9,19037
2009,Chickasaw County,44,19037
2019,Chickasaw County,44.2,19037
2018,Chickasaw County,44.8,19037
2003,Chickasaw County,45.1,19037
2010,Chickasaw County,45.6,19037
2011,Chickasaw County,45.8,19037
2000,Chickasaw County,45.8,19037
2007,Chickasaw County,45.9,19037
2004,Chickasaw County,45.9,19037
2020,Chickasaw County,46.4,19037
2005,Chickasaw County,46.6,19037
2015,Chickasaw County,46.7,19037
2001,Chickasaw County,46.7,19037
2002,Chickasaw County,46.8,19037
2017,Chickasaw County,47.2,19037
2006,Chickasaw County,47.9,19037
2016,Chickasaw County,48,19037
2012,Chickasaw County,49.7,19037
2008,Clarke County,47.6,19039
2014,Clarke County,47.7,19039
2013,Clarke County,48.5,19039
2009,Clarke County,48.5,19039
2019,Clarke County,49,19039
2018,Clarke County,49.8,19039
2010,Clarke County,49.8,19039
2003,Clarke County,49.8,19039
2004,Clarke County,50,19039
2011,Clarke County,50.1,19039
2000,Clarke County,50.4,19039
2001,Clarke County,50.6,19039
2007,Clarke County,50.7,19039
2002,Clarke County,50.7,19039
2020,Clarke County,51.1,19039
2015,Clarke County,51.2,19039
2005,Clarke County,51.4,19039
2006,Clarke County,52.2,19039
2017,Clarke County,52.4,19039
2016,Clarke County,52.6,19039
2012,Clarke County,53.6,19039
2008,Clay County,43.6,19041
2014,Clay County,43.8,19041
2019,Clay County,44.6,19041
2009,Clay County,44.7,19041
2013,Clay County,44.8,19041
2018,Clay County,45.1,19041
2003,Clay County,45.9,19041
2010,Clay County,46,19041
2000,Clay County,46.1,19041
2011,Clay County,46.2,19041
2004,Clay County,46.7,19041
2007,Clay County,46.8,19041
2001,Clay County,46.9,19041
2002,Clay County,47,19041
2020,Clay County,47.6,19041
2005,Clay County,47.8,19041
2017,Clay County,48.1,19041
2015,Clay County,48.1,19041
2006,Clay County,48.4,19041
2016,Clay County,49,19041
2012,Clay County,50.3,19041
2014,Clayton County,43.3,19043
2008,Clayton County,44.2,19043
2013,Clayton County,44.8,19043
2009,Clayton County,45,19043
2019,Clayton County,45.4,19043
2003,Clayton County,46.2,19043
2018,Clayton County,46.4,19043
2000,Clayton County,46.9,19043
2011,Clayton County,47,19043
2010,Clayton County,47.1,19043
2007,Clayton County,47.1,19043
2004,Clayton County,47.1,19043
2015,Clayton County,47.3,19043
2020,Clayton County,47.5,19043
2001,Clayton County,47.6,19043
2005,Clayton County,47.7,19043
2002,Clayton County,47.9,19043
2017,Clayton County,48.4,19043
2006,Clayton County,48.6,19043
2016,Clayton County,49,19043
2012,Clayton County,50.3,19043
2014,Clinton County,45.9,19045
2008,Clinton County,47,19045
2013,Clinton County,47.6,19045
2009,Clinton County,47.6,19045
2019,Clinton County,48.5,19045
2003,Clinton County,48.5,19045
2018,Clinton County,48.9,19045
2000,Clinton County,49.2,19045
2011,Clinton County,49.5,19045
2010,Clinton County,49.5,19045
2004,Clinton County,49.5,19045
2015,Clinton County,49.8,19045
2007,Clinton County,49.8,19045
2001,Clinton County,50.1,19045
2002,Clinton County,50.2,19045
2005,Clinton County,50.4,19045
2020,Clinton County,50.9,19045
2017,Clinton County,50.9,19045
2006,Clinton County,51,19045
2016,Clinton County,51.8,19045
2012,Clinton County,52.4,19045
2008,Crawford County,45.8,19047
2014,Crawford County,45.9,19047
2009,Crawford County,46.2,19047
2013,Crawford County,46.3,19047
2019,Crawford County,46.9,19047
2018,Crawford County,47.3,19047
2010,Crawford County,47.5,19047
2011,Crawford County,47.7,19047
2003,Crawford County,47.8,19047
2004,Crawford County,48.2,19047
2002,Crawford County,48.6,19047
2000,Crawford County,48.6,19047
2007,Crawford County,48.7,19047
2001,Crawford County,48.8,19047
2015,Crawford County,49.2,19047
2005,Crawford County,49.5,19047
2020,Crawford County,49.8,19047
2017,Crawford County,50,19047
2006,Crawford County,50.2,19047
2016,Crawford County,50.6,19047
2012,Crawford County,51.8,19047
2014,Dallas County,46.7,19049
2008,Dallas County,46.9,19049
2009,Dallas County,47.8,19049
2013,Dallas County,47.9,19049
2019,Dallas County,48,19049
2018,Dallas County,48.9,19049
2010,Dallas County,48.9,19049
2003,Dallas County,49,19049
2011,Dallas County,49.4,19049
2004,Dallas County,49.4,19049
2007,Dallas County,49.9,19049
2000,Dallas County,49.9,19049
2001,Dallas County,50.2,19049
2015,Dallas County,50.3,19049
2002,Dallas County,50.3,19049
2020,Dallas County,50.4,19049
2005,Dallas County,50.6,19049
2017,Dallas County,51.7,19049
2006,Dallas County,51.7,19049
2016,Dallas County,52.3,19049
2012,Dallas County,53.2,19049
2014,Davis County,47.9,19051
2008,Davis County,48.8,19051
2009,Davis County,49.4,19051
2013,Davis County,49.7,19051
2019,Davis County,50,19051
2003,Davis County,50.3,19051
2018,Davis County,50.4,19051
2010,Davis County,50.8,19051
2004,Davis County,50.8,19051
2000,Davis County,51.3,19051
2020,Davis County,51.4,19051
2011,Davis County,51.4,19051
2002,Davis County,51.7,19051
2001,Davis County,51.7,19051
2007,Davis County,51.8,19051
2015,Davis County,51.9,19051
2005,Davis County,52.2,19051
2017,Davis County,52.5,19051
2006,Davis County,53,19051
2016,Davis County,53.1,19051
2012,Davis County,54.7,19051
2008,Decatur County,48.2,19053
2014,Decatur County,48.3,19053
2009,Decatur County,49.1,19053
2013,Decatur County,49.2,19053
2019,Decatur County,49.8,19053
2010,Decatur County,50.4,19053
2003,Decatur County,50.4,19053
2018,Decatur County,50.6,19053
2004,Decatur County,50.6,19053
2011,Decatur County,50.8,19053
2000,Decatur County,50.9,19053
2001,Decatur County,51,19053
2007,Decatur County,51.3,19053
2002,Decatur County,51.3,19053
2020,Decatur County,51.6,19053
2005,Decatur County,51.8,19053
2015,Decatur County,52,19053
2006,Decatur County,52.6,19053
2017,Decatur County,52.9,19053
2016,Decatur County,53.2,19053
2012,Decatur County,54.3,19053
2014,Delaware County,43.6,19055
2008,Delaware County,44.5,19055
2013,Delaware County,45.3,19055
2009,Delaware County,45.5,19055
2019,Delaware County,45.7,19055
2018,Delaware County,46.5,19055
2003,Delaware County,46.6,19055
2000,Delaware County,47.2,19055
2011,Delaware County,47.3,19055
2010,Delaware County,47.3,19055
2004,Delaware County,47.3,19055
2007,Delaware County,47.4,19055
2015,Delaware County,47.6,19055
2020,Delaware County,47.7,19055
2001,Delaware County,47.9,19055
2005,Delaware County,48.1,19055
2002,Delaware County,48.1,19055
2017,Delaware County,48.6,19055
2006,Delaware County,48.9,19055
2016,Delaware County,49.3,19055
2012,Delaware County,50.6,19055
2014,Des Moines County,47.4,19057
2008,Des Moines County,49.3,19057
2013,Des Moines County,49.5,19057
2009,Des Moines County,49.8,19057
2019,Des Moines County,50.1,19057
2003,Des Moines County,50.4,19057
2018,Des Moines County,50.5,19057
2015,Des Moines County,51.2,19057
2000,Des Moines County,51.2,19057
2010,Des Moines County,51.4,19057
2004,Des Moines County,51.4,19057
2011,Des Moines County,51.5,19057
2020,Des Moines County,51.8,19057
2002,Des Moines County,52,19057
2001,Des Moines County,52,19057
2007,Des Moines County,52.2,19057
2005,Des Moines County,52.4,19057
2017,Des Moines County,52.8,19057
2006,Des Moines County,53,19057
2016,Des Moines County,53.1,19057
2012,Des Moines County,54.2,19057
2014,Dickinson County,43,19059
2008,Dickinson County,43.1,19059
2019,Dickinson County,43.5,19059
2009,Dickinson County,43.9,19059
2013,Dickinson County,44,19059
2018,Dickinson County,44.2,19059
2003,Dickinson County,45.3,19059
2010,Dickinson County,45.4,19059
2011,Dickinson County,45.5,19059
2000,Dickinson County,45.6,19059
2004,Dickinson County,45.9,19059
2007,Dickinson County,46.3,19059
2002,Dickinson County,46.3,19059
2001,Dickinson County,46.4,19059
2020,Dickinson County,46.6,19059
2017,Dickinson County,47,19059
2015,Dickinson County,47.2,19059
2005,Dickinson County,47.2,19059
2006,Dickinson County,47.7,19059
2016,Dickinson County,48.1,19059
2012,Dickinson County,49.7,19059
2014,Dubuque County,43.9,19061
2008,Dubuque County,45.2,19061
2013,Dubuque County,45.6,19061
2009,Dubuque County,45.9,19061
2019,Dubuque County,46.3,19061
2003,Dubuque County,46.9,19061
2018,Dubuque County,47.2,19061
2000,Dubuque County,47.5,19061
2004,Dubuque County,47.7,19061
2011,Dubuque County,47.8,19061
2007,Dubuque County,47.9,19061
2015,Dubuque County,48,19061
2010,Dubuque County,48,19061
2020,Dubuque County,48.2,19061
2002,Dubuque County,48.5,19061
2001,Dubuque County,48.5,19061
2005,Dubuque County,48.7,19061
2017,Dubuque County,49,19061
2006,Dubuque County,49.4,19061
2016,Dubuque County,49.7,19061
2012,Dubuque County,51,19061
2014,Emmet County,43,19063
2019,Emmet County,43.3,19063
2008,Emmet County,43.4,19063
2009,Emmet County,44,19063
2013,Emmet County,44.1,19063
2018,Emmet County,44.2,19063
2003,Emmet County,45.4,19063
2010,Emmet County,45.5,19063
2011,Emmet County,45.7,19063
2000,Emmet County,45.8,19063
2020,Emmet County,46.2,19063
2004,Emmet County,46.2,19063
2007,Emmet County,46.5,19063
2002,Emmet County,46.7,19063
2001,Emmet County,46.7,19063
2017,Emmet County,47.2,19063
2015,Emmet County,47.3,19063
2005,Emmet County,47.3,19063
2006,Emmet County,48,19063
2016,Emmet County,48.2,19063
2012,Emmet County,49.9,19063
2014,Fayette County,42.7,19065
2008,Fayette County,43.6,19065
2019,Fayette County,44.4,19065
2013,Fayette County,44.4,19065
2009,Fayette County,44.4,19065
2018,Fayette County,45.6,19065
2003,Fayette County,45.6,19065
2010,Fayette County,46.3,19065
2011,Fayette County,46.4,19065
2007,Fayette County,46.5,19065
2004,Fayette County,46.5,19065
2000,Fayette County,46.5,19065
2020,Fayette County,46.6,19065
2001,Fayette County,47,19065
2015,Fayette County,47.1,19065
2005,Fayette County,47.2,19065
2002,Fayette County,47.3,19065
2017,Fayette County,47.9,19065
2006,Fayette County,48.2,19065
2016,Fayette County,48.5,19065
2012,Fayette County,50,19065
2014,Floyd County,42.8,19067
2008,Floyd County,43.7,19067
2013,Floyd County,44.4,19067
2019,Floyd County,44.5,19067
2009,Floyd County,44.6,19067
2018,Floyd County,45.3,19067
2003,Floyd County,45.9,19067
2011,Floyd County,46.3,19067
2010,Floyd County,46.3,19067
2004,Floyd County,46.4,19067
2007,Floyd County,46.5,19067
2000,Floyd County,46.6,19067
2020,Floyd County,47,19067
2015,Floyd County,47.3,19067
2001,Floyd County,47.3,19067
2005,Floyd County,47.4,19067
2002,Floyd County,47.4,19067
2017,Floyd County,47.8,19067
2016,Floyd County,48.4,19067
2006,Floyd County,48.4,19067
2012,Floyd County,50.3,19067
2014,Franklin County,43.5,19069
2008,Franklin County,44.2,19069
2013,Franklin County,44.7,19069
2009,Franklin County,45,19069
2019,Franklin County,45.2,19069
2018,Franklin County,45.9,19069
2003,Franklin County,46.2,19069
2011,Franklin County,46.7,19069
2010,Franklin County,46.7,19069
2004,Franklin County,46.8,19069
2000,Franklin County,46.9,19069
2007,Franklin County,47,19069
2001,Franklin County,47,19069
2002,Franklin County,47.5,19069
2020,Franklin County,47.7,19069
2015,Franklin County,47.7,19069
2005,Franklin County,47.8,19069
2017,Franklin County,48.4,19069
2006,Franklin County,48.6,19069
2016,Franklin County,48.9,19069
2012,Franklin County,50.6,19069
2014,Fremont County,49.6,19071
2008,Fremont County,49.6,19071
2009,Fremont County,50,19071
2019,Fremont County,50.1,19071
2013,Fremont County,50.1,19071
2018,Fremont County,50.3,19071
2010,Fremont County,51.3,19071
2003,Fremont County,51.5,19071
2011,Fremont County,51.7,19071
2004,Fremont County,51.9,19071
2007,Fremont County,52.2,19071
2020,Fremont County,52.4,19071
2001,Fremont County,52.4,19071
2000,Fremont County,52.4,19071
2015,Fremont County,52.5,19071
2002,Fremont County,52.5,19071
2005,Fremont County,53,19071
2017,Fremont County,53.2,19071
2006,Fremont County,53.8,19071
2016,Fremont County,54.1,19071
2012,Fremont County,55.5,19071
2014,Greene County,45.8,19073
2008,Greene County,46,19073
2013,Greene County,46.7,19073
2009,Greene County,46.8,19073
2019,Greene County,47.1,19073
2018,Greene County,47.8,19073
2010,Greene County,47.8,19073
2003,Greene County,48,19073
2011,Greene County,48.1,19073
2004,Greene County,48.6,19073
2007,Greene County,49,19073
2000,Greene County,49,19073
2015,Greene County,49.3,19073
2002,Greene County,49.3,19073
2001,Greene County,49.3,19073
2020,Greene County,49.5,19073
2005,Greene County,49.8,19073
2006,Greene County,50.5,19073
2017,Greene County,50.6,19073
2016,Greene County,51.1,19073
2012,Greene County,52.1,19073
2014,Grundy County,44.3,19075
2008,Grundy County,44.8,19075
2013,Grundy County,45.5,19075
2009,Grundy County,45.8,19075
2019,Grundy County,46,19075
2018,Grundy County,46.6,19075
2003,Grundy County,46.9,19075
2010,Grundy County,47.3,19075
2011,Grundy County,47.6,19075
2004,Grundy County,47.6,19075
2007,Grundy County,47.8,19075
2000,Grundy County,47.8,19075
2001,Grundy County,48,19075
2005,Grundy County,48.3,19075
2020,Grundy County,48.4,19075
2015,Grundy County,48.4,19075
2002,Grundy County,48.4,19075
2017,Grundy County,49.1,19075
2006,Grundy County,49.4,19075
2016,Grundy County,49.7,19075
2012,Grundy County,51.2,19075
2014,Guthrie County,46.2,19077
2008,Guthrie County,46.2,19077
2009,Guthrie County,47,19077
2013,Guthrie County,47.1,19077
2019,Guthrie County,47.5,19077
2018,Guthrie County,47.9,19077
2010,Guthrie County,48.1,19077
2003,Guthrie County,48.3,19077
2011,Guthrie County,48.4,19077
2004,Guthrie County,48.8,19077
2007,Guthrie County,49.3,19077
2000,Guthrie County,49.3,19077
2001,Guthrie County,49.4,19077
2002,Guthrie County,49.5,19077
2015,Guthrie County,49.8,19077
2005,Guthrie County,49.9,19077
2020,Guthrie County,50,19077
2006,Guthrie County,50.7,19077
2017,Guthrie County,50.8,19077
2016,Guthrie County,51.3,19077
2012,Guthrie County,52.3,19077
2014,Hamilton County,44.3,19079
2008,Hamilton County,44.9,19079
2013,Hamilton County,45.6,19079
2019,Hamilton County,45.7,19079
2009,Hamilton County,46.1,19079
2018,Hamilton County,46.4,19079
2003,Hamilton County,47.1,19079
2011,Hamilton County,47.5,19079
2010,Hamilton County,47.6,19079
2004,Hamilton County,47.6,19079
2000,Hamilton County,47.9,19079
2007,Hamilton County,48,19079
2020,Hamilton County,48.1,19079
2015,Hamilton County,48.1,19079
2001,Hamilton County,48.2,19079
2002,Hamilton County,48.3,19079
2005,Hamilton County,48.7,19079
2017,Hamilton County,49,19079
2016,Hamilton County,49.6,19079
2006,Hamilton County,49.6,19079
2012,Hamilton County,51.1,19079
2014,Hancock County,42.9,19081
2008,Hancock County,43.6,19081
2013,Hancock County,44.2,19081
2009,Hancock County,44.2,19081
2019,Hancock County,44.3,19081
2018,Hancock County,44.7,19081
2010,Hancock County,45.8,19081
2003,Hancock County,45.8,19081
2011,Hancock County,46,19081
2000,Hancock County,46.1,19081
2004,Hancock County,46.3,19081
2007,Hancock County,46.4,19081
2001,Hancock County,46.5,19081
2002,Hancock County,46.8,19081
2020,Hancock County,46.9,19081
2015,Hancock County,47.2,19081
2017,Hancock County,47.3,19081
2005,Hancock County,47.5,19081
2006,Hancock County,48,19081
2016,Hancock County,48.3,19081
2012,Hancock County,50.1,19081
2014,Hardin County,44.1,19083
2008,Hardin County,44.7,19083
2013,Hardin County,45.4,19083
2009,Hardin County,45.8,19083
2019,Hardin County,46,19083
2018,Hardin County,46.7,19083
2003,Hardin County,46.9,19083
2010,Hardin County,47.3,19083
2011,Hardin County,47.4,19083
2004,Hardin County,47.5,19083
